YEAR,WEEK,RK,TEAM,RECORD,PTS,PREV,TRENDING,GAMES
2003,11,10,Creighton,15-1,"1,047",13,3,"  vs Illinois State W 95-82,  @ Evansville L 74-66,  vs TCU W 89-79"
2003,11,11,Connecticut,11-2,"1,032",6,5,"  @ Miami L 77-76,  vs Villanova W 74-65"
2003,11,12,Maryland,10-4,873,17,5,"  @ UNC W 81-66,  @ Clemson W 52-47"
2003,11,13,Oklahoma State,14-1,853,24,11,"  @ Baylor W 67-64,  @ Texas Tech W 79-70"
2003,11,14,Indiana,13-3,833,18,4,"  vs OSU W 69-51,  @ Purdue L 69-47"
2003,11,15,Alabama,12-3,815,9,6,"  @ Ole Miss L 76-57,  vs Kentucky L 63-46"
2003,11,16,Notre Dame,14-3,793,10,6,"  @ Providence W 71-65,  @ Boston College W 101-96"
2003,11,17,Wake Forest,12-1,711,19,2,"  @ UVA L 85-75,  vs FSU W 71-60"
2003,11,18,Illinois,12-3,677,8,10,"  vs Purdue W 75-62,  @ Penn State W 75-63"
2003,11,19,Georgia,10-4,517,20,1,"  vs Tennessee W 81-76,  vs Auburn W 85-79"
2003,11,20,Marquette,12-3,358,21,1,  vs DePaul W 72-51
2003,11,21,Missouri,10-3,356,11,10,"  vs Iowa State W 64-59,  @ Texas L 76-55"
2003,11,22,Mississippi State,10-4,347,14,8,"  vs South Carolina W 64-48,  vs LSU W 67-64"
2003,11,23,Oregon,12-4,265,22,1,"  vs Washington W 91-66,  vs Washington St W 76-66"
2003,11,24,Auburn,15-2,146,NR,2,"  @ Kentucky L 67-51,  @ Georgia L 85-79"
2003,11,25,California,12-2,134,NR,1,"  vs USC W 73-68,  vs UCLA W 80-69"
2003,12,1,Arizona (71),15-1,"1,799",1,--,"  vs Stanford L 82-77,  vs Cal W 95-80"
2003,12,2,Pittsburgh,15-1,"1,697",2,--,  @ Syracuse L 67-65
2003,12,3,Texas,13-2,"1,639",4,1,"  @ Kansas L 90-87,  vs Oklahoma State W 78-65"
2003,12,4,Florida (1),16-2,"1,593",5,1,"  @ LSU W 70-53,  vs Arkansas W 77-66"
2003,12,5,Duke,13-2,"1,425",3,2,"  vs Butler W 80-60,  @ FSU L 75-70"
2003,12,6,Oklahoma,13-3,"1,370",7,1,"  vs Texas A&M; W 75-68,  @ Kansas State W 91-89"
2003,12,7,Kentucky,15-3,"1,357",8,1,  @ South Carolina W 87-69
2003,12,8,Louisville,14-1,"1,298",9,1,"  @ Southern Miss W 94-65,  vs Indiana W 95-76"
2003,12,9,Oklahoma State,16-1,"1,189",13,4,"  vs Iowa State W 68-55,  @ Texas L 78-65"
2003,12,10,Maryland,12-4,"1,124",12,2,"  vs NC State W 75-60,  vs Loyola (MD) W 85-58"
2003,12,11,Notre Dame,16-3,962,16,5,"  vs West Virginia W 88-69,  vs Georgetown W 93-92"
2003,12,12,Kansas,13-5,856,6,6,"  vs Texas W 90-87,  @ Nebraska W 81-51"
2003,12,13,Illinois,14-3,832,18,5,"  vs Michigan W 67-60,  @ Michigan State L 68-65"
2003,12,14,Connecticut,12-3,827,11,3,"  @ St John's W 74-68,  vs Boston College L 95-71"
2003,12,15,Georgia,12-4,774,19,4,"  @ Vanderbilt L 94-91,  vs Miss St W 67-63"
2003,12,16,Creighton,17-2,771,10,6,"  @ Indiana State W 74-46,  @ Drake W 88-68"
2003,12,17,Wake Forest,13-2,550,17,--,"  @ Clemson W 81-60,  @ UNC W 79-75"
2003,12,18,Marquette,13-3,532,20,2,"  vs ECU W 80-48,  @ Cincinnati W 82-76"
2003,12,19,Indiana,14-4,482,14,5,"  @ Michigan State L 61-54,  @ Louisville L 95-76"
2003,12,20,California,14-2,416,25,5,"  @ Arizona State L 75-70,  @ Arizona L 95-80"
2003,12,21,Mississippi State,12-4,371,22,1,"  @ Ole Miss W 58-57,  @ Georgia L 67-63"
2003,12,22,Oregon,14-4,343,23,1,"  @ UCLA W 96-91,  @ USC L 91-76"
2003,12,23,Alabama,12-5,222,15,8,  vs LSU W 75-66
2003,12,24,Syracuse,13-2,203,NR,2,"  @ Rutgers L 68-65,  vs Pitt W 67-65"
2003,12,25,Missouri,11-4,126,21,4,"  @ Nebraska W 63-56,  vs Colorado W 73-70"
2003,13,1,Florida (50),18-2,"1,764",4,3,"  @ Kentucky L 70-55,  vs Alabama W 75-56"
2003,13,2,Arizona (13),16-2,"1,687",1,1,"  @ Washington W 88-85,  @ Washington St W 75-62"
2003,13,3,Texas (5),14-3,"1,557",3,--,"  @ Colorado L 93-80,  @ Texas A&M; W 95-87"
2003,13,4,Pittsburgh,15-2,"1,536",2,2,"  vs Providence W 68-61,  @ Notre Dame L 66-64"
2003,13,5,Louisville (4),16-1,"1,511",8,3,"  vs Cincinnati W 77-71,  @ Houston W 81-55"
2003,13,6,Kentucky,16-3,"1,448",7,1,"  vs Florida W 70-55,  @ Ole Miss W 80-62"
2003,13,7,Oklahoma,15-3,"1,430",6,1,  vs Baylor W 91-42
2003,13,8,Maryland,14-4,"1,229",10,2,"  vs UVA L 86-78,  @ Georgia Tech L 90-84"
2003,13,9,Duke,14-3,"1,211",5,4,"  vs UNC W 83-74,  vs Clemson W 65-55"
2003,13,10,Notre Dame,18-3,"1,159",11,1,"  @ Seton Hall L 78-72,  vs Pitt W 66-64"
2003,13,11,Oklahoma State,17-2,"1,067",9,2,"  vs Kansas State W 63-55,  @ Cincinnati L 61-50"
2003,13,12,Kansas,15-5,"1,060",12,--,"  vs Missouri W 76-70,  @ Kansas State W 82-64"
2003,13,13,Creighton,19-2,844,16,3,"  vs Northern Iowa W 84-75,  vs Bradley W 88-65"
2003,13,14,Wake Forest,15-2,814,17,3,"  vs NC State W 73-58,  @ Marquette L 68-61"
2003,13,15,Marquette,15-3,776,18,3,"  vs Saint Louis W 68-64,  vs Wake Forest W 68-61"
2003,13,16,Illinois,15-4,673,13,3,  vs OSU W 76-57
2003,13,17,Georgia,13-5,663,15,2,  @ Tennessee L 78-72
2003,13,18,Connecticut,13-4,410,14,4,"  @ Virginia Tech L 95-74,  @ Providence W 84-68"
2003,13,19,Syracuse,14-3,370,24,5,"  vs Georgetown W 88-80,  @ West Virginia W 94-80"
2003,13,20,Xavier,15-4,280,NR,6,"  @ G Washington W 80-68,  vs Dayton W 85-77"
2003,13,21,Missouri,13-4,272,25,4,"  @ Kansas L 76-70,  vs Texas Tech W 82-73"
2003,13,22,Alabama,13-5,262,23,1,"  @ Arkansas L 81-70,  @ Florida L 75-56"
2003,13,23,Mississippi State,13-5,232,21,2,"  vs Vanderbilt W 82-60,  vs Arkansas W 84-54"
2003,13,24,Purdue,14-4,211,NR,2,"  vs Wisconsin W 78-60,  @ Minnesota L 90-68"
2003,13,25,Stanford,16-5,205,NR,1,"  @ Oregon L 79-64,  @ Oregon State W 84-73"
2003,14,1,Arizona (37),18-2,"1,753",2,1,"  vs UCLA W 106-70,  vs USC W 86-59"
2003,14,2,Louisville (27),18-1,"1,706",5,3,"  @ Saint Louis L 59-58,  @ Marquette W 73-70"
2003,14,3,Kentucky (5),18-3,"1,664",6,3,"  vs Georgia W 87-67,  vs LSU W 68-57"
2003,14,4,Florida (2),19-3,"1,533",1,3,"  vs Ole Miss W 74-55,  @ Tennessee L 66-59"
2003,14,5,Oklahoma (1),16-3,"1,507",7,2,"  @ Texas L 67-61,  @ Texas Tech W 63-58"
2003,14,6,Texas,15-4,"1,377",3,3,"  vs Oklahoma W 67-61,  @ Nebraska W 75-63"
2003,14,7,Pittsburgh,16-3,"1,330",4,3,"  vs West Virginia W 82-46,  @ Seton Hall L 73-61"
2003,14,8,Duke,16-3,"1,287",9,1,"  @ Wake Forest L 94-80,  @ UVA W 78-59"
2003,14,9,Kansas,17-5,"1,220",12,3,"  @ Baylor W 79-58,  vs Iowa State W 70-51"
2003,14,10,Notre Dame,19-4,"1,213",10,--,  @ Syracuse L 82-80
2003,14,11,Marquette,17-3,999,15,4,"  @ DePaul W 73-60,  vs Louisville L 73-70"
2003,14,12,Creighton,21-2,997,13,1,"  vs Missouri State W 70-67,  @ Wichita State L 80-74"
2003,14,13,Oklahoma State,18-3,873,11,2,"  @ Nebraska W 77-70,  vs Baylor L 74-72"
2003,14,14,Illinois,16-4,848,16,2,  @ Purdue L 70-61
2003,14,15,Wake Forest,16-3,707,14,1,"  vs Duke W 94-80,  @ Maryland L 0-0"
2003,14,16,Maryland,14-6,701,8,8,"  @ FSU W 74-72,  vs Wake Forest L 0-0"
2003,14,17,Syracuse,16-3,651,19,2,"  @ UConn L 75-61,  vs Notre Dame W 82-80"
2003,14,18,Xavier,17-4,620,20,2,  vs URI W 93-70
2003,14,19,Mississippi State,15-5,430,23,4,  vs Ole Miss W 68-64
2003,14,20,Georgia,13-6,314,17,3,"  @ Kentucky L 87-67,  vs Vanderbilt W 83-70"
2003,14,21,Missouri,14-5,283,21,--,"  @ Texas A&M; L 73-71,  vs Kansas State W 71-63"
2003,14,22,California,16-4,256,NR,4,"  vs Washington St W 63-53,  vs Washington W 58-53"
2003,14,23,Connecticut,14-5,236,18,5,"  vs Syracuse W 75-61,  @ Villanova L 79-70"
2003,14,24,Stanford,17-6,148,25,1,"  vs Washington W 78-69,  vs Washington St W 72-54"
2003,14,25,Saint Joseph's,17-3,138,NR,1,"  vs Temple W 78-59,  @ Dayton L 66-56"
2003,15,1,Arizona (59),20-2,"1,786",1,--,  @ Arizona State W 92-72
2003,15,2,Kentucky (13),20-3,"1,738",3,1,"  @ Arkansas W 66-50,  vs Miss St W 70-62"
2003,15,3,Texas,17-4,"1,607",6,3,"  vs Texas Tech W 77-65,  @ Oklahoma State L 82-77"
2003,15,4,Louisville,19-2,"1,589",2,2,"  vs Memphis L 80-73,  @ Cincinnati L 101-80"
2003,15,5,Oklahoma,17-4,"1,464",5,--,"  vs Oklahoma State W 64-48,  vs Kansas W 77-70"
2003,15,6,Kansas,19-5,"1,437",9,3,"  vs Colorado W 94-87,  @ Oklahoma L 77-70"
2003,15,7,Florida,20-4,"1,390",4,3,"  vs New Orleans W 77-48,  @ Vanderbilt W 77-74"
2003,15,8,Duke,17-4,"1,208",8,--,"  vs Maryland W 75-70,  vs NC State W 79-68"
2003,15,9,Pittsburgh,17-4,"1,125",7,2,"  @ Georgetown L 0-0,  @ Georgetown W 82-67,  vs Rutgers W 86-65"
2003,15,10,Wake Forest,17-3,"1,109",15,5,"  @ Maryland L 90-67,  @ Georgia Tech W 75-67,  vs UVA W 75-71"
2003,15,11,Marquette,18-4,"1,008",11,--,"  vs Charlotte W 75-67,  @ TCU W 79-68"
2003,15,12,Notre Dame,19-5,990,10,2,"  @ West Virginia W 56-55,  vs Virginia Tech W 98-76"
2003,15,13,Maryland,15-6,847,16,3,"  vs Wake Forest W 90-67,  @ Duke L 75-70,  vs UNC W 96-56"
2003,15,14,Xavier,18-4,844,18,4,"  @ La Salle W 93-71,  @ Dayton W 73-72"
2003,15,15,Syracuse,17-4,719,17,2,"  vs St John's W 66-60,  @ Michigan State W 76-75"
2003,15,16,Oklahoma State,19-4,611,13,3,"  @ Oklahoma L 64-48,  vs Texas W 82-77"
2003,15,17,Creighton,22-3,597,12,5,"  vs Indiana State W 77-54,  vs Fresno State W 67-66"
2003,15,18,California,18-4,563,22,4,"  @ UCLA L 76-75,  @ USC W 84-82"
2003,15,19,Mississippi State,16-5,558,19,--,"  @ Auburn W 63-46,  @ Kentucky L 70-62"
2003,15,20,Illinois,16-5,523,14,6,"  vs Michigan State W 70-40,  vs Northwestern W 73-61"
2003,15,21,Stanford,19-6,337,24,3,"  @ USC W 73-67,  @ UCLA W 93-84"
2003,15,22,Georgia,14-7,209,20,2,"  @ Alabama W 74-69,  vs South Carolina W 79-66"
2003,15,23,Utah,19-4,180,NR,3,  vs UNLV W 86-80
2003,15,24,Purdue,16-6,176,NR,2,"  vs Michigan L 78-67,  @ OSU L 52-44"
2003,15,25,Dayton,18-4,174,NR,1,"  @ Richmond W 70-63,  vs Xavier L 73-72"
2003,16,1,Arizona (58),21-2,"1,786",1,--,"  @ Cal W 88-75,  @ Stanford W 72-69"
2003,16,2,Kentucky (14),22-3,"1,741",2,--,"  vs Tennessee W 80-68,  @ Georgia W 74-66"
2003,16,3,Oklahoma,19-4,"1,633",5,2,"  @ Missouri L 67-52,  @ Texas A&M; W 69-64"
2003,16,4,Florida,22-4,"1,539",7,3,"  vs South Carolina W 96-63,  @ Auburn W 73-70"
2003,16,5,Texas,18-5,"1,431",3,2,"  vs Baylor W 82-64,  @ Texas Tech W 76-71"
2003,16,6,Duke,19-4,"1,414",8,2,"  @ Georgia Tech W 77-58,  @ St John's L 72-71"
2003,16,7,Kansas,20-6,"1,327",6,1,"  vs Texas A&M; W 85-45,  vs Oklahoma State W 79-61"
2003,16,8,Pittsburgh,19-4,"1,241",9,1,"  @ Virginia Tech W 75-62,  vs UConn W 71-67"
2003,16,9,Notre Dame,21-5,"1,147",12,3,"  vs UConn L 87-79,  @ Rutgers L 95-82"
2003,16,10,Marquette,20-4,"1,115",11,1,"  @ Louisville W 78-73,  vs UAB W 98-87"
2003,16,11,Louisville,19-4,"1,065",4,7,"  vs Marquette L 78-73,  vs ECU W 82-76"
2003,16,12,Wake Forest,19-4,967,10,2,"  @ FSU W 60-56,  vs Clemson W 80-68"
2003,16,13,Xavier,20-4,963,14,1,"  @ Duquesne W 80-78,  vs G Washington W 71-70"
2003,16,14,Maryland,17-7,865,13,1,"  vs Clemson W 91-52,  @ NC State W 68-65"
2003,16,15,Syracuse,19-4,819,15,--,"  vs West Virginia W 89-51,  @ Georgetown W 93-84"
2003,16,16,Oklahoma State,20-5,686,16,--,"  vs Texas Tech L 62-57,  @ Kansas L 79-61"
2003,16,17,Creighton,24-3,637,17,--,"  @ Missouri State W 63-58,  @ S Illinois L 70-62"
2003,16,18,Illinois,18-5,592,20,2,"  vs Indiana W 80-54,  @ Michigan W 82-79"
2003,16,19,Stanford,21-6,491,21,2,"  vs Arizona State W 88-77,  vs Arizona L 72-69"
2003,16,20,Mississippi State,17-6,430,19,1,"  vs Alabama W 59-55,  @ Arkansas L 53-51"
2003,16,21,Georgia,16-7,342,22,1,"  @ Ole Miss W 89-82,  vs Kentucky L 74-66"
2003,16,22,Utah,20-4,334,23,1,"  vs BYU W 71-64,  @ New Mexico L 76-69"
2003,16,23,California,19-5,270,18,5,"  vs Arizona L 88-75,  vs Arizona State W 80-72"
2003,16,24,Memphis,18-5,118,NR,2,"  vs TCU W 88-64,  vs Cincinnati W 67-48"
2003,16,25,Dayton,19-5,112,25,--,"  @ URI W 82-70,  vs Fordham W 69-64"
2003,17,1,Arizona (59),23-2,"1,787",1,--,"  vs Oregon State W 72-60,  vs Oregon W 88-80"
2003,17,2,Kentucky (13),24-3,"1,737",2,--,"  vs Vanderbilt W 106-44,  @ Florida W 69-67"
2003,17,3,Florida,24-4,"1,633",4,1,"  @ Georgia L 82-81,  vs Kentucky L 69-67"
2003,17,4,Texas,20-5,"1,528",5,1,"  vs Kansas State W 74-60,  @ Oklahoma W 76-71"
2003,17,5,Oklahoma,20-5,"1,466",3,2,"  vs Nebraska W 76-51,  vs Texas L 76-71"
2003,17,6,Kansas,22-6,"1,453",7,1,"  @ Texas Tech W 65-56,  @ Missouri W 79-74"
2003,17,7,Pittsburgh,21-4,"1,382",8,1,"  vs Seton Hall W 86-54,  @ Villanova W 56-54"
2003,17,8,Marquette,22-4,"1,271",10,2,  vs Cincinnati W 70-61
2003,17,9,Wake Forest,21-4,"1,135",12,3,"  vs UNC W 75-60,  @ NC State W 78-72"
2003,17,10,Duke,20-5,"1,116",6,4,"  vs FSU W 72-56,  @ UNC L 82-79"
2003,17,11,Xavier,22-4,"1,083",13,2,"  @ Saint Joe's W 88-80,  vs Temple W 96-65"
2003,17,12,Syracuse,21-4,996,15,3,"  @ Notre Dame W 92-88,  vs Rutgers W 83-74"
2003,17,13,Maryland,19-7,943,14,1,  @ UVA L 80-78
2003,17,14,Illinois,20-5,864,18,4,"  @ Wisconsin L 60-59,  vs Minnesota W 84-60"
2003,17,15,Louisville,20-5,772,11,4,"  @ DePaul L 79-76,  vs Charlotte W 100-59"
2003,17,16,Notre Dame,21-7,689,9,7,"  vs Syracuse L 92-88,  @ Georgetown W 86-80"
2003,17,17,Stanford,22-7,537,19,2,  vs Cal W 72-60
2003,17,18,Memphis,20-5,461,24,6,"  @ Houston W 71-56,  @ UAB W 90-79"
2003,17,19,Creighton,25-4,438,17,2,"  vs Wichita State W 86-60,  vs Indiana State W 57-56,  vs Wichita State W 70-69"
2003,17,20,Oklahoma State,20-7,344,16,4,"  @ Colorado L 68-56,  vs Texas A&M; W 77-52"
2003,17,21,Dayton,21-5,297,25,4,  @ St Bonaventure W 1-0
2003,17,22,California,20-6,240,23,1,  @ Stanford L 72-60
2003,17,23,Mississippi State,18-7,206,20,3,"  @ Tennessee L 59-49,  vs Auburn W 67-45"
2003,17,24,Wisconsin,21-6,204,NR,2,  vs Illinois W 60-59
2003,17,25,Georgia,17-8,198,21,4,"  vs Florida W 82-81,  @ South Carolina W 60-55"
2003,18,1,Arizona (51),25-2,"1,779",1,--,  vs UCLA L 96-89
2003,18,2,Kentucky (21),26-3,"1,749",2,--,"  vs Vanderbilt W 81-63,  vs Auburn W 78-58,  vs Miss St W 64-57"
2003,18,3,Texas,22-5,"1,630",4,1,  vs Texas Tech L 92-81
2003,18,4,Kansas,24-6,"1,546",6,2,"  vs Iowa State W 89-74,  vs Missouri L 68-63"
2003,18,5,Pittsburgh,23-4,"1,425",7,2,"  vs Providence W 67-59,  @ Boston College W 61-48,  @ UConn W 74-56"
2003,18,6,Oklahoma,21-6,"1,363",5,1,"  vs Colorado W 74-59,  vs Texas Tech W 67-60,  vs Missouri W 49-47"
2003,18,7,Florida,24-6,"1,359",3,4,  vs LSU L 65-61
2003,18,8,Marquette,23-4,"1,356",8,--,  vs UAB L 83-76
2003,18,9,Wake Forest,23-4,"1,273",9,--,"  vs FSU W 69-61,  vs NC State L 87-83"
2003,18,10,Xavier,24-4,"1,179",11,1,"  vs G Washington W 78-73,  vs Temple L 63-57"
2003,18,11,Syracuse,23-4,"1,131",12,1,"  vs Georgetown W 74-69,  vs UConn L 80-67"
2003,18,12,Duke,21-6,894,10,2,"  vs UVA W 83-76,  vs UNC W 75-63,  vs NC State W 84-77"
2003,18,13,Illinois,21-6,771,14,1,"  vs Northwestern W 94-65,  vs Indiana W 73-72,  vs OSU W 72-59"
2003,18,14,Maryland,19-8,747,13,1,  vs UNC L 84-72
2003,18,15,Stanford,23-7,735,17,2,  vs USC L 79-74
2003,18,16,Memphis,22-5,653,18,2,"  vs USF W 62-56,  vs Louisville L 78-75"
2003,18,17,Notre Dame,22-8,546,16,1,  vs St John's L 83-80
2003,18,18,Wisconsin,22-6,545,24,6,  vs OSU L 58-50
2003,18,19,Creighton,28-4,533,19,--,  @ S Illinois W 80-56
2003,18,20,Louisville,21-6,527,15,5,"  vs Tulane W 82-66,  @ Memphis W 78-75,  vs UAB W 83-78"
2003,18,21,Georgia,19-8,377,25,4, No Games Scheduled
2003,18,22,Dayton,22-5,349,21,1,"  vs URI W 74-57,  @ Saint Joe's W 76-73,  vs Temple W 79-72"
2003,18,23,Oklahoma State,21-8,233,20,3,  vs Missouri L 60-58
2003,18,24,California,20-7,131,22,2,"  vs Oregon State W 69-46,  vs USC L 79-62"
2003,18,25,Saint Joseph's,22-5,109,NR,1,"  vs La Salle W 68-48,  vs Dayton L 76-73"
2002,1,1,Duke (61),0-0,"1,787",1,--, No games scheduled.
2002,1,2,Maryland (6),0-0,"1,634",11,9,"  vs Arizona L 71-67,  vs Temple W 82-74"
2002,1,3,Illinois (2),0-0,"1,625",4,1, No games scheduled.
2002,1,4,Kentucky (3),0-0,"1,614",9,5, No games scheduled.
2002,1,5,UCLA,0-0,"1,443",15,10, No games scheduled.
2002,1,6,Florida,0-0,"1,440",8,2,  vs Temple W 72-64
2002,1,7,Kansas,0-0,"1,336",12,5, No games scheduled.
2002,1,8,Missouri,0-0,"1,216",NR,18, No games scheduled.
2002,1,9,Iowa,0-0,"1,157",24,15, No games scheduled.
2002,1,10,Saint Joseph's,0-0,"1,122",22,12, No games scheduled.
2002,1,11,Virginia,0-0,"1,018",16,5, No games scheduled.
2002,1,12,Memphis,0-0,848,NR,14, No games scheduled.
2002,1,13,Stanford,0-0,827,2,11, No games scheduled.
2002,1,14,Georgetown,0-0,726,21,7, No games scheduled.
2002,1,15,Michigan State,0-0,724,3,12, No games scheduled.
2002,1,16,Temple,0-0,643,NR,10,"  @ Florida L 72-64,  @ Maryland L 82-74"
2002,1,17,Boston College,0-0,632,7,10, No games scheduled.
2002,1,18,Oklahoma State,0-0,561,NR,8, No games scheduled.
2002,1,19,North Carolina,0-0,418,6,13, No games scheduled.
2002,1,20,USC,0-0,411,NR,6, No games scheduled.
2002,1,21,Syracuse,0-0,301,17,4, No games scheduled.
2002,1,22,Indiana,0-0,277,20,2, No games scheduled.
2002,1,23,Texas,0-0,273,18,5, No games scheduled.
2002,1,24,Alabama,0-0,230,NR,2, No games scheduled.
2002,1,25,Oklahoma,0-0,204,13,12, No games scheduled.
2002,2,1,Duke (61),0-0,"1,787",1,--, No games scheduled.
2002,2,2,Maryland (6),1-1,"1,634",11,9,  vs American U W 83-53
2002,2,3,Illinois (2),0-0,"1,625",4,1,  vs Gonzaga W 76-58
2002,2,4,Kentucky (3),0-0,"1,614",9,5,"  vs W Kentucky L 64-52,  vs Marshall W 90-73"
2002,2,5,UCLA,0-0,"1,443",15,10, No games scheduled.
2002,2,6,Florida,1-1,"1,440",8,2,  vs FSU W 68-47
2002,2,7,Kansas,0-0,"1,336",12,5, No games scheduled.
2002,2,8,Missouri,0-0,"1,216",NR,18,"  vs UT Martin W 89-63,  vs Air Force W 86-58"
2002,2,9,Iowa,0-0,"1,157",24,15,"  vs MD-E Shore W 89-59,  vs Boston U W 90-61,  vs LA Tech W 75-67"
2002,2,10,Saint Joseph's,0-0,"1,122",22,12,  vs E Washington L 68-67
2002,2,11,Virginia,0-0,"1,018",16,5,"  vs Wagner W 105-74,  vs ETSU W 85-62"
2002,2,12,Memphis,0-0,848,NR,14,"  vs Wofford W 88-61,  vs Old Dominion W 91-66,  vs Northwestern St W 97-69"
2002,2,13,Stanford,0-0,827,2,11,  @ New Mexico W 81-66
2002,2,14,Georgetown,0-0,726,21,7,  vs Marymoun W 108-47
2002,2,15,Michigan State,0-0,724,3,12,"  vs Detroit W 80-70,  vs Oklahoma W 67-55"
2002,2,16,Temple,0-2,643,NR,10, No games scheduled.
2002,2,17,Boston College,0-0,632,7,10,  vs Boston U W 82-65
2002,2,18,Oklahoma State,0-0,561,NR,8,"  vs Cincinnati W 69-62,  vs Austin Peay W 81-58"
2002,2,19,North Carolina,0-0,418,6,13,  vs Hampton L 77-69
2002,2,20,USC,0-0,411,NR,6,"  vs Wyoming W 68-55,  @ Fresno State L 65-58"
2002,2,21,Syracuse,0-0,301,17,4,"  vs Manhattan W 78-58,  vs DePaul W 74-60,  vs Binghamton W 103-56"
2002,2,22,Indiana,0-0,277,20,2,  @ Charlotte W 65-61
2002,2,23,Texas,0-0,273,18,5,  vs Arizona L 88-74
2002,2,24,Alabama,0-0,230,NR,2,"  vs Miss Valley St W 107-67,  vs Samford W 83-51"
2002,2,25,Oklahoma,0-0,204,13,12,"  vs Cent Conn St W 66-44,  @ Michigan State L 67-55"
2002,3,1,Duke (67),0-0,"1,747",1,--,"  vs Seton Hall W 80-79,  vs South Carolina W 81-56,  vs Portland W 104-62"
2002,3,2,Illinois (3),1-0,"1,664",3,1,"  vs E Illinois W 93-53,  vs Georgia Tech W 105-66"
2002,3,3,UCLA,0-0,"1,523",5,2,"  vs Houston W 71-60,  vs Ball State L 91-73,  vs South Carolina W 89-77"
2002,3,4,Kansas,0-0,"1,429",7,3,"  vs Ball State L 93-91,  vs Seton Hall W 80-62"
2002,3,5,Missouri,2-0,"1,372",8,3,"  vs Alabama W 75-68,  @ Xavier W 72-60"
2002,3,6,Maryland,2-1,"1,311",2,4,  vs Delaware State W 77-53
2002,3,7,Florida,2-1,"1,273",6,1, No games scheduled.
2002,3,8,Arizona,3-0,"1,261",NR,18, No games scheduled.
2002,3,9,Iowa,3-0,"1,214",9,--,  @ Memphis W 75-71
2002,3,10,Kentucky,1-1,"1,053",4,6,  vs Morehead State W 94-75
2002,3,11,Virginia,2-0,"1,017",11,--,  vs Howard W 115-66
2002,3,12,Memphis,3-0,967,12,--,"  vs Iowa L 75-71,  vs SE Louisiana W 65-46"
2002,3,13,Michigan State,2-0,892,15,2,"  vs Syracuse L 69-58,  vs Fresno State L 63-58"
2002,3,14,Stanford,1-0,879,13,1,"  vs Southern Utah W 81-63,  @ Purdue W 78-62"
2002,3,15,Oklahoma State,2-0,727,18,3,  vs North Texas W 77-58
2002,3,16,Georgetown,1-0,711,14,2,"  @ Georgia L 73-59,  vs Coast Carolina W 76-51,  vs Towson W 91-40"
2002,3,17,Boston College,1-0,620,17,--,"  vs UNH W 80-77,  vs Penn State W 88-65"
2002,3,18,Syracuse,3-0,504,21,3,"  @ Michigan State W 69-58,  vs Wake Forest W 74-67"
2002,3,19,Saint Joseph's,1-1,474,10,9,  vs Colorado W 81-75
2002,3,20,Indiana,1-0,304,22,2,"  @ Alaska Anchorage W 101-66,  @ Marquette L 50-49"
2002,3,21,Western Kentucky,2-0,299,NR,5,"  vs Evansville W 90-64,  vs Murray State W 101-77"
2002,3,22,Alabama,2-0,291,24,2,  @ Missouri L 75-68
2002,3,23,Fresno State,2-0,282,NR,3,"  vs Wake Forest L 62-61,  @ Michigan State W 63-58"
2002,3,24,USC,1-1,149,20,4, No games scheduled.
2002,3,25,Temple,0-2,129,16,9, No games scheduled.
2002,4,1,Duke (67),4-0,"1,747",1,--,"  @ Iowa W 80-62,  vs Clemson W 96-80"
2002,4,2,Illinois (3),5-0,"1,672",2,--,"  @ Maryland L 76-63,  vs Texas A&M-CC; W 80-56"
2002,4,3,Missouri,5-0,"1,564",5,2,"  vs Jackson State W 106-68,  vs Grambling St W 100-76"
2002,4,4,Arizona,3-0,"1,470",8,4,  vs Kansas L 105-97
2002,4,5,Maryland,3-1,"1,394",6,1,"  vs Illinois W 76-63,  vs Princeton W 61-53"
2002,4,6,Florida,2-1,"1,297",7,1,"  @ UNH W 108-56,  vs Tulane W 81-65"
2002,4,7,Iowa,4-1,"1,181",9,2,"  vs Duke L 80-62,  vs Alabama State W 73-64,  vs SMU W 86-69"
2002,4,8,Kansas,2-1,"1,171",4,4,"  vs Pitt. St. W 105-62,  @ Arizona W 105-97"
2002,4,9,Virginia,3-0,"1,105",11,2,  vs Virginia Tech W 69-61
2002,4,10,UCLA,2-1,"1,058",3,7,  vs Pepperdine L 85-78
2002,4,11,Stanford,3-0,"1,050",14,3,  @ Texas L 83-75
2002,4,12,Syracuse,5-0,"1,024",18,6,"  vs Colgate W 70-51,  vs Cornell W 76-58,  @ Albany W 91-65"
2002,4,13,Kentucky,2-1,"1,005",10,3, No games scheduled.
2002,4,14,Oklahoma State,6-0,925,15,1,"  vs New Orleans W 95-47,  vs Wichita State W 61-59"
2002,4,15,Boston College,3-0,686,17,2,"  @ St Bonaventure W 96-82,  @ Michigan W 83-74"
2002,4,16,Ball State,2-1,565,NR,10,"  vs Elon W 106-65,  vs Austin Peay W 81-60"
2002,4,17,Western Kentucky,4-0,513,21,4,"  @ Creighton L 94-91,  @ Vanderbilt L 80-75"
2002,4,18,Georgetown,3-1,391,16,2,"  vs Grambling St W 103-69,  vs Bethune-Cookman W 91-61"
2002,4,19,Saint Joseph's,2-1,382,19,--,"  @ Delaware W 84-57,  vs Canisius W 82-76"
