,Date,Number,Winner,Type,Loser
12127,Jun 22nd 2009,4,Brie Bella & Mickie James & Nikki Bella,def. (pin),Beth Phoenix & Maryse & Rosa Mendes
12128,Jun 22nd 2009,5,The Big Show,def. (pin),John Cena
12129,Jun 22nd 2009,1,Kofi Kingston,def. (pin),"Matt Hardy, Montel Vontavious Porter"
12130,Jun 16th 2009,1,Jeff Hardy,def. (CO),Chris Jericho
12131,Jun 16th 2009,2,Dolph Ziggler,def. (DQ),The Great Khali
12132,Jun 16th 2009,3,Melina,def. (pin),Alicia Fox
12133,Jun 16th 2009,4,Edge,def. (pin),John Morrison
12134,Jun 16th 2009,5,JTG & R-Truth & Shad Gaspard,def. (pin),Charlie Haas & Ricky Ortiz & Shelton Benjamin
12135,Jun 16th 2009,6,C. M. Punk,def. (pin),Rey Mysterio
12136,Jun 16th 2009,1,Zack Ryder,def. (pin),Mike Williams
12137,Jun 16th 2009,2,Eve Torres,def. (pin),Layla
12138,Jun 16th 2009,3,Carlito & Christian & Primo,def. (pin),David Hart Smith & Jack Swagger & Tyson Kidd
12139,Jun 16th 2009,1,David Hart Smith,def. (pin),Christian
12140,Jun 16th 2009,2,Mark Henry,def. (pin),Evan Bourne
12141,Jun 16th 2009,3,Jack Swagger,def. (pin),Tommy Dreamer
12142,Jun 15th 2009,1,Chris Jericho (c),def. (pin),Rey Mysterio
12143,Jun 15th 2009,2,Tommy Dreamer (c),def. (pin),Christian
12144,Jun 15th 2009,3,Randy Orton,def. (pin),"John Cena, The Big Show, Triple H"
12145,Jun 15th 2009,4,Mickie James,def. (pin),Rosa Mendes
12146,Jun 15th 2009,5,C. M. Punk (c),def. (pin),"Edge, Jeff Hardy"
12147,Jun 15th 2009,6,Carlito & Primo,draw (NC),David Hart Smith & Tyson Kidd
12148,Jun 15th 2009,7,Triple H,def.,"Cody Rhodes, John Cena, Kofi Kingston, Matt Hardy, Montel Vontavious Porter, Ted DiBiase, Jr., The Big Show, The Miz, William Regal"
12149,Jun 15th 2009,1,Chavo Guerrero,def. (pin),Santino Marella
12150,Jun 9th 2009,1,Dolph Ziggler,def. (CO),The Great Khali
12151,Jun 9th 2009,2,Layla & Michelle McCool,def.,Eve Torres & Melina
12152,Jun 9th 2009,3,John Morrison & R-Truth,def.,Charlie Haas & Shelton Benjamin
12153,Jun 9th 2009,4,C. M. Punk,def.,Chris Jericho
12154,Jun 9th 2009,5,Ricky Ortiz,def.,Jimmy Wang Yang
12155,Jun 9th 2009,6,Edge,def. (DQ),Jeff Hardy
12156,Jun 9th 2009,1,Evan Bourne,def. (pin),Tony Atlas
12157,Jun 9th 2009,2,Vladimir Kozlov,def. (pin),Chris Lewie & Luke Hawx
12158,Jun 9th 2009,3,David Hart Smith & Tyson Kidd,def. (pin),Christian & Jack Swagger
12159,Jun 9th 2009,1,Evan Bourne,def.,Zack Ryder
12160,Jun 9th 2009,1,Beth Phoenix & Rosa Mendes,def.,Brie Bella & Nikki Bella
12161,Jun 9th 2009,2,Chris Jericho,def.,John Morrison
12162,Jun 8th 2009,1,Kofi Kingston,def. (pin),William Regal
12163,Jun 8th 2009,2,Maryse (c),def. (pin),Kelly Kelly
12164,Jun 8th 2009,3,Festus & Goldust & Santino Marella,def. (pin),Chavo Guerrero & Jamie Noble & The Brian Kendrick
12165,Jun 8th 2009,4,John Cena,draw (NC),The Miz
12166,Jun 8th 2009,5,Montel Vontavious Porter,def. (pin),Matt Hardy
12167,Jun 8th 2009,6,"Cody Rhodes & Ted DiBiase, Jr.",def. (pin),Carlito & Primo
12168,Jun 7th 2009,1,Kofi Kingston (c),def. (pin),"Matt Hardy, Montel Vontavious Porter, William Regal"
12169,Jun 7th 2009,2,Chris Jericho,def. (pin),Rey Mysterio (c)
12170,Jun 7th 2009,3,C. M. Punk,def.,Umaga
12171,Jun 7th 2009,4,Tommy Dreamer,def. (pin),"Christian (c), Jack Swagger"
12172,Jun 7th 2009,5,Santina,def. (pin),Chavo Guerrero & Vickie Guerrero
12173,Jun 7th 2009,6,Batista,def. (pin),Randy Orton (c)
12174,Jun 7th 2009,7,John Cena,def. (sub),The Big Show
12175,Jun 7th 2009,8,Jeff Hardy,def.,Edge (c)
12176,Jun 7th 2009,9,C. M. Punk,def. (pin),Jeff Hardy (c)
12177,Jun 2nd 2009,1,John Morrison,def.,Shelton Benjamin
12178,Jun 2nd 2009,2,Chris Jericho,def.,R-Truth
12179,Jun 2nd 2009,3,C. M. Punk,def. (pin),Umaga
12180,Jun 2nd 2009,4,Alicia Fox & Layla & Michelle McCool,def. (pin),Eve Torres & Gail Kim & Melina
12181,Jun 2nd 2009,5,The Great Khali,def.,Dolph Ziggler
12182,Jun 2nd 2009,6,Edge,def.,Rey Mysterio
12183,Jun 2nd 2009,1,Jeff Hardy & R-Truth,def. (pin),Chris Jericho & Dolph Ziggler
12184,Jun 2nd 2009,1,Evan Bourne,def. (DQ),Mark Henry
12185,Jun 2nd 2009,2,Zack Ryder,def. (pin),Dustin Carwile
12186,Jun 2nd 2009,3,Tommy Dreamer,def. (pin),Paul Burchill
12187,Jun 2nd 2009,4,Christian,def. (pin),Tyson Kidd
12188,Jun 1st 2009,1,Batista,def. (pin),Cody Rhodes
12189,Jun 1st 2009,2,Beth Phoenix & Maryse,def. (pin),Kelly Kelly & Mickie James
12190,Jun 1st 2009,3,Carlito & Primo,def. (pin),Matt Hardy & William Regal
12191,Jun 1st 2009,4,Chavo Guerrero & John Cena,def. (pin),The Big Show & The Miz
12192,Jun 1st 2009,5,Kofi Kingston,def. (pin),Montel Vontavious Porter (c)
12193,Jun 1st 2009,6,Santino Marella,draw (NC),Vickie Guerrero
12194,Jun 1st 2009,7,Ric Flair,draw (NC),Randy Orton
12195,Jun 1st 2009,1,David Hart Smith,def. (pin),Tommy Dreamer
12196,Jun 1st 2009,2,Goldust & Hornswoggle,def. (pin),Jamie Noble & The Brian Kendrick
12197,May 26th 2009,1,R-Truth & The Great Khali,def. (pin),Dolph Ziggler & Mike Knox
12198,May 26th 2009,2,Melina,def.,Alicia Fox
12199,May 26th 2009,3,John Morrison,def. (DQ),Umaga
12200,May 26th 2009,4,Charlie Haas & Shelton Benjamin,def.,JTG & Shad Gaspard
12201,May 26th 2009,5,Eve Torres,def.,Layla
12202,May 26th 2009,6,Chris Jericho & Edge,def.,Jeff Hardy
12203,May 26th 2009,1,John Cena,def. (pin),"Ted DiBiase, Jr."
12204,May 26th 2009,1,Vladimir Kozlov,def. (pin),Joey Munos & Russ Taylor
12205,May 26th 2009,2,Evan Bourne,def. (CO),Mark Henry
12206,May 26th 2009,3,David Hart Smith & Jack Swagger & Tyson Kidd,def. (pin),Christian & Tommy Dreamer
12207,May 25th 2009,1,Kelly Kelly,def. (DQ),Maryse (c)
12208,May 25th 2009,2,Kofi Kingston,def. (pin),"Matt Hardy, William Regal"
12209,May 25th 2009,3,Mickie James & Santino Marella,def. (pin),Beth Phoenix & Chavo Guerrero
12210,May 25th 2009,4,Goldust & Hornswoggle,def. (pin),Festus & The Brian Kendrick
12211,May 25th 2009,5,Batista & Jerry Lawler & John Cena & Montel Vontavious Porter & Mr. Kennedy,def. (pin),"Cody Rhodes & Randy Orton & Ted DiBiase, Jr. & The Big Show & The Miz"
12212,May 25th 2009,1,Carlito & Primo,def.,Charlie Haas & Shelton Benjamin
12213,May 25th 2009,2,Jack Swagger,def.,Finlay
12214,May 19th 2009,1,John Morrison & JTG & Shad Gaspard,def. (pin),Charlie Haas & Ricky Ortiz & Shelton Benjamin
12215,May 19th 2009,2,Michelle McCool,def. (pin),Gail Kim
12216,May 19th 2009,3,C. M. Punk,def. (DQ),Chris Jericho
12217,May 19th 2009,4,Dolph Ziggler,def. (pin),R-Truth
12218,May 19th 2009,5,Jeff Hardy,def. (pin),Edge
12219,May 19th 2009,6,Rey Mysterio (c),def.,Chris Jericho
12220,May 19th 2009,1,Christian,def. (pin),Paul Burchill
12221,May 19th 2009,2,Zack Ryder,def.,Adam Green
12222,May 19th 2009,3,David Hart Smith,def. (pin),Finlay
12223,May 19th 2009,1,Christian,draw (NC),Tommy Dreamer
12224,May 18th 2009,1,Kelly Kelly,def.,"Beth Phoenix, Brie Bella, Jillian Hall, Mickie James, Nikki Bella, Rosa Mendes"
12225,May 18th 2009,2,Santino Marella,def. (pin),Chavo Guerrero
12226,May 18th 2009,3,Carlito & Primo,def. (pin),Goldust & The Brian Kendrick
12227,May 18th 2009,4,Montel Vontavious Porter (c),def. (pin),Matt Hardy
12228,May 18th 2009,5,Vickie Guerrero,def. (pin),Santina
12229,May 18th 2009,6,Batista & John Cena,def. (pin),"Cody Rhodes & Randy Orton & Ted DiBiase, Jr."
12230,May 18th 2009,1,C. M. Punk,def. (pin),Chris Jericho
12231,May 18th 2009,2,Kofi Kingston,def. (pin),William Regal
12232,May 17th 2009,1,Umaga,def. (pin),C. M. Punk
12233,May 17th 2009,2,Christian (c),def. (pin),Jack Swagger
12234,May 17th 2009,3,John Morrison,def. (pin),Shelton Benjamin
12235,May 17th 2009,4,Rey Mysterio (c),def. (pin),Chris Jericho
12236,May 17th 2009,5,Batista,def. (DQ),Randy Orton (c)
12237,May 17th 2009,6,John Cena,def. (pin),The Big Show
12238,May 17th 2009,7,Edge (c),def. (pin),Jeff Hardy
12239,May 12th 2009,1,C. M. Punk & John Morrison,def. (pin),Charlie Haas & Shelton Benjamin
12240,May 12th 2009,2,Jeff Hardy,def. (pin),Ricky Ortiz
12241,May 12th 2009,3,Gail Kim & Melina,def. (pin),Alicia Fox & Michelle McCool
12242,May 12th 2009,4,Dolph Ziggler,def.,Jimmy Wang Yang
12243,May 12th 2009,5,R-Truth,def.,Mike Knox
12244,May 12th 2009,6,Edge,def. (DQ),Chris Jericho
12245,May 12th 2009,1,Mark Henry,def. (pin),Tommy Dreamer
12246,May 12th 2009,2,Finlay,def. (DQ),Tyson Kidd
12247,May 12th 2009,3,Vladimir Kozlov,def. (pin),Chad Collyer
12248,May 12th 2009,1,Rey Mysterio,def.,Shelton Benjamin
12249,May 12th 2009,2,Christian,def.,Mark Henry
12250,May 11th 2009,1,"Cody Rhodes & Ted DiBiase, Jr.",def. (DQ),Batista
12251,May 11th 2009,2,Kelly Kelly & Mickie James,def. (pin),Jillian Hall & Maryse
12252,May 11th 2009,3,The Brian Kendrick,def. (pin),Carlito
12253,May 11th 2009,4,John Cena,,The Miz
12254,May 11th 2009,5,Santina,def. (pin),Beth Phoenix
12255,May 11th 2009,6,Kofi Kingston & Montel Vontavious Porter,def. (pin),Matt Hardy & William Regal
12256,May 11th 2009,7,Randy Orton,def. (DQ),Batista
12257,May 11th 2009,1,The Big Show,def. (DQ),Hornswoggle
12258,May 5th 2009,1,Mike Knox,def.,R-Truth
12259,May 5th 2009,2,Michelle McCool,def.,Gail Kim
12260,May 5th 2009,3,John Morrison,def.,Charlie Haas
12261,May 5th 2009,4,C. M. Punk,def. (CO),Edge (c)
12262,May 5th 2009,5,Eve Torres,def.,Layla
12263,May 5th 2009,6,The Great Khali,def. (DQ),Dolph Ziggler
12264,May 5th 2009,7,Jeff Hardy,def. (pin),Chris Jericho
12265,May 5th 2009,1,Evan Bourne,def. (pin),Tyson Kidd
12266,May 5th 2009,2,Vladimir Kozlov,def.,Jesse Gilmore
12267,May 5th 2009,3,Jack Swagger & Mark Henry,def. (pin),Christian & Tommy Dreamer
12268,May 5th 2009,1,Chris Jericho,def. (pin),John Morrison
12269,May 5th 2009,2,Finlay,def.,Zack Ryder
12270,May 4th 2009,1,Randy Orton,draw (NC),Shane McMahon
12271,May 4th 2009,2,Kofi Kingston,def. (pin),Matt Hardy
12272,May 4th 2009,3,Cody Rhodes,def. (CO),Montel Vontavious Porter
12273,May 4th 2009,4,Festus,def.,Jillian Hall
12274,May 4th 2009,5,Mickie James,def. (pin),Maryse
12275,May 4th 2009,6,"Ted DiBiase, Jr.",def. (DQ),Batista
12276,May 4th 2009,7,Carlito,def. (pin),The Brian Kendrick
12277,May 4th 2009,8,"Cody Rhodes & Randy Orton & Ted DiBiase, Jr.",draw (NC),Shane McMahon
12278,May 4th 2009,1,Kelly Kelly & Santina,def.,Beth Phoenix & Rosa Mendes
12279,May 4th 2009,2,Goldust,def. (pin),Chavo Guerrero
12280,Apr 28th 2009,1,John Morrison,def. (pin),Shelton Benjamin
12281,Apr 28th 2009,2,Jeff Hardy,def. (pin),"Chris Jericho, Kane, Rey Mysterio"
12282,Apr 28th 2009,3,Eve Torres,def.,Layla
12283,Apr 28th 2009,4,Montel Vontavious Porter (c),def. (pin),Dolph Ziggler
12284,Apr 28th 2009,5,C. M. Punk,def. (pin),Edge
12285,Apr 28th 2009,1,Evan Bourne,def. (pin),Paul Burchill
12286,Apr 28th 2009,2,Alicia Fox & Michelle McCool,def. (pin),Gail Kim & Maria Kanellis
12287,Apr 28th 2009,1,Tyson Kidd,def. (pin),Finlay
12288,Apr 28th 2009,2,Tommy Dreamer,draw (NC),Christian
12289,Apr 27th 2009,1,Kofi Kingston,def. (pin),The Brian Kendrick
12290,Apr 27th 2009,2,Brie Bella & Kelly Kelly & Mickie James & Santina,def. (pin),Beth Phoenix & Jillian Hall & Maryse & Rosa Mendes
12291,Apr 27th 2009,3,Matt Hardy,def. (pin),Goldust
12292,Apr 27th 2009,4,Randy Orton,draw (NC),Montel Vontavious Porter
12293,Apr 27th 2009,5,The Miz,def. (forfeit),John Cena
12294,Apr 27th 2009,6,Carlito & Primo,def. (pin),Chavo Guerrero & Jamie Noble
12295,Apr 27th 2009,7,Batista,def. (CO),The Big Show
12296,Apr 27th 2009,1,JTG & Shad Gaspard,def.,Dolph Ziggler & William Regal
12297,Apr 27th 2009,2,"Ted DiBiase, Jr.",def.,Carlito
12298,Apr 26th 2009,1,Christian,def. (pin),Jack Swagger (c)
12299,Apr 26th 2009,2,Chris Jericho,def. (sub),Ricky Steamboat
12300,Apr 26th 2009,3,Kane,def. (pin),C. M. Punk
12301,Apr 26th 2009,4,Jeff Hardy,def. (sub),Matt Hardy
12302,Apr 26th 2009,5,Santina,def. (pin),Beth Phoenix
12303,Apr 26th 2009,6,"Cody Rhodes & Randy Orton & Ted DiBiase, Jr.",def. (pin),Batista & Shane McMahon & Triple H (c)
12304,Apr 26th 2009,7,Edge,def. (TKO),John Cena (c)
12305,Apr 21st 2009,1,Kane & Matt Hardy,def. (pin),C. M. Punk & Jeff Hardy
12306,Apr 21st 2009,2,The Big Show,def.,The Undertaker
12307,Apr 21st 2009,3,Maryse (c),def. (pin),Gail Kim
12308,Apr 21st 2009,4,Montel Vontavious Porter,def. (pin),Chavo Guerrero
12309,Apr 21st 2009,5,Batista & Shane McMahon,def. (pin),"Cody Rhodes & Ted DiBiase, Jr."
12310,Apr 21st 2009,1,Finlay & Hornswoggle,def. (pin),Natalya & Tyson Kidd
12311,Apr 20th 2009,1,Batista,def. (pin),Chavo Guerrero
12312,Apr 20th 2009,2,C. M. Punk,def. (pin),Kane
12313,Apr 20th 2009,3,Melina (c),def. (pin),Beth Phoenix
12314,Apr 20th 2009,4,John Cena,def. (DQ),Chris Jericho
12315,Apr 20th 2009,5,The Big Show,def. (pin),Rey Mysterio
12316,Apr 20th 2009,6,Randy Orton,def. (pin),Triple H
12317,Apr 20th 2009,1,Hornswoggle,def. (pin),Natalya
12318,Apr 20th 2009,2,Evan Bourne,def. (pin),Paul Burchill
12319,Apr 20th 2009,3,Vladimir Kozlov,def. (pin),Frankie Sloan
12320,Apr 20th 2009,1,Kane & The Big Show,def. (pin),C. M. Punk & Rey Mysterio
12321,Apr 20th 2009,2,Edge,def. (pin),Kofi Kingston
12322,Apr 14th 2009,1,The Big Show,def. (pin),Jeff Hardy
12323,Apr 14th 2009,2,Gail Kim,def. (pin),Maryse
12324,Apr 14th 2009,3,John Morrison,def. (pin),R-Truth
12325,Apr 14th 2009,4,The Undertaker,def. (pin),Shelton Benjamin
12326,Apr 14th 2009,5,Dolph Ziggler,def. (pin),Montel Vontavious Porter
12327,Apr 14th 2009,6,Batista,def. (pin),"Ted DiBiase, Jr."
12328,Apr 14th 2009,1,Christian,def. (pin),Finlay
12329,Apr 14th 2009,2,Cody Rhodes,def. (DQ),Shane McMahon
12330,Apr 14th 2009,1,Evan Bourne,def. (pin),John Morrison
12331,Apr 14th 2009,2,Vladimir Kozlov,def. (pin),David Floridia
12332,Apr 14th 2009,3,Finlay,def. (pin),"Christian, Tommy Dreamer"
12333,Apr 13th 2009,1,Rey Mysterio,def. (pin),Evan Bourne
12334,Apr 13th 2009,2,Kane,def. (pin),The Brian Kendrick
12335,Apr 13th 2009,3,Maryse & Michelle McCool & Natalya,def. (pin),Kelly Kelly & Melina & Mickie James
12336,Apr 13th 2009,4,John Cena,def. (pin),Jack Swagger
12337,Apr 13th 2009,5,The Great Khali,def. (pin),Santino Marella
12338,Apr 13th 2009,6,Kofi Kingston,def. (DQ),The Miz
12339,Apr 13th 2009,7,Edge,def.,"Carlito, Chavo Guerrero, Finlay, JTG, Mark Henry, Mike Knox, Montel Vontavious Porter, Paul Burchill, Primo, R-Truth, Ricky Ortiz, Shad Gaspard, The Big Show, Tyson Kidd"
12340,Apr 13th 2009,8,Christian,def. (pin),Shelton Benjamin
12341,Apr 13th 2009,9,Matt Hardy,def. (DQ),C. M. Punk
12342,Apr 13th 2009,10,Chris Jericho,def. (pin),Tommy Dreamer
12343,Apr 13th 2009,11,Batista & Shane McMahon & Triple H,def. (pin),"Cody Rhodes & Ted DiBiase, Jr."
12344,Apr 13th 2009,1,The Undertaker,def. (CO),Matt Hardy
12345,Apr 7th 2009,1,The Big Show,def. (pin),Kofi Kingston
12346,Apr 7th 2009,2,The Great Khali,def. (pin),Santino Marella
12347,Apr 7th 2009,3,Gail Kim,def. (pin),Michelle McCool
12348,Apr 7th 2009,4,"Cody Rhodes & Ted DiBiase, Jr.",def. (pin),Carlito & Primo
12349,Apr 7th 2009,5,Matt Hardy,def.,Jeff Hardy
12350,Apr 7th 2009,1,Carlito & Evan Bourne & Primo,def. (pin),John Morrison & The Miz & Tyson Kidd
12351,Apr 7th 2009,2,Finlay,def. (pin),"Christian, Mark Henry, Tommy Dreamer"
12352,Apr 6th 2009,1,Carlito (c) & Primo (c),def. (pin),John Morrison & The Miz
12353,Apr 6th 2009,2,Jillian Hall & Kelly Kelly & Layla & Melina & Mickie James,def. (pin),Eve Torres & Gail Kim & Maria Kanellis & Maryse & Natalya
12354,Apr 6th 2009,3,C. M. Punk & Jeff Hardy & John Cena & Rey Mysterio & Ricky Steamboat,def. (pin),Chris Jericho & Edge & Kane & Matt Hardy & The Big Show
12355,Apr 6th 2009,4,Santina,def. (pin),Beth Phoenix
12356,Apr 6th 2009,5,Mr. McMahon,draw (NC),Randy Orton
12357,Apr 5th 2009,1,Alicia Fox & D. J. Gabriel,def. (pin),Katie Lea Burchill & Paul Burchill
12358,Apr 5th 2009,2,Dolph Ziggler,def. (pin),Sim Snuka
12359,Apr 5th 2009,1,Carlito (c) & Primo (c),def.,John Morrison (c) & The Miz (c)
12360,Apr 5th 2009,1,C. M. Punk,def.,"Christian, Finlay, Kane, Kofi Kingston, Mark Henry, Montel Vontavious Porter, Shelton Benjamin"
12361,Apr 5th 2009,2,Santina,def.,"Alicia Fox, Beth Phoenix, Brie Bella, Eve Torres, Jackie Gayda, Jillian Hall, Joy Giovanni, Katie Lea Burchill, Kelly Kelly, Layla, Maria Kanellis, Maryse, Melina, Michelle McCool, Mickie James, Molly Holly, Natalya, Nikki Bella, Rosa Mendes, Sunny, Terri Runnels, Tiffany, Torrie Wilson, Victoria"
12362,Apr 5th 2009,3,Chris Jericho,def. (pin),Jimmy Snuka & Ricky Steamboat & Roddy Piper
12363,Apr 5th 2009,4,Matt Hardy,def. (pin),Jeff Hardy
12364,Apr 5th 2009,5,Rey Mysterio,def. (pin),John Bradshaw Layfield (c)
12365,Apr 5th 2009,6,The Undertaker,def. (pin),Shawn Michaels
12366,Apr 5th 2009,7,John Cena,def. (pin),"Edge (c), The Big Show"
12367,Apr 5th 2009,8,Triple H (c),def. (pin),Randy Orton
12368,Apr 4th 2009,1,Goldust,def. (pin),Mike Knox
12369,Apr 3rd 2009,1,Evan Bourne,def. (pin),Dolph Ziggler
12370,Apr 3rd 2009,2,Vladimir Kozlov,def. (pin),Ricky Ortiz
12371,Apr 3rd 2009,3,JTG & Shad Gaspard,def. (pin),Brian Kendrick & Ezekiel Jackson
12372,Apr 2nd 2009,1,R-Truth,def. (pin),Chavo Guerrero Jr.
12373,Apr 2nd 2009,2,Jimmy Wang Yang,def. (pin),Paul Burchill
12374,Mar 30th 2009,1,Alicia Fox & Brie Bella & Eve Torres & Gail Kim & Kelly Kelly & Maria Kanellis & Melina & Mickie James & Tiffany,def. (pin),Beth Phoenix & Jillian Hall & Katie Lea Burchill & Layla & Maryse & Michelle McCool & Natalya & Nikki Bella & Rosa Mendes
12375,Mar 30th 2009,2,Chris Jericho,def. (sub),Jerry Lawler
12376,Mar 30th 2009,3,Rey Mysterio,def. (pin),John Bradshaw Layfield
12377,Mar 30th 2009,4,The Big Show,def. (pin),John Cena
12378,Mar 30th 2009,5,Kane,def.,"C. M. Punk, Christian, Finlay, Kofi Kingston, Mark Henry, Montel Vontavious Porter, Shelton Benjamin"
12379,Mar 30th 2009,1,Gail Kim & Maria Kanellis,def. (pin),Maryse & Michelle McCool
12380,Mar 30th 2009,2,Montel Vontavious Porter (c),def. (pin),Shelton Benjamin
12381,Mar 30th 2009,3,Jeff Hardy,def. (pin),Ezekiel Jackson
12382,Mar 30th 2009,1,Kane & Mark Henry,def. (pin),Christian & Finlay
12383,Mar 30th 2009,2,Nikki Bella,def. (pin),Brie Bella
12384,Mar 23rd 2009,1,Carlito,def. (pin),John Morrison
12385,Mar 23rd 2009,2,Evan Bourne & Tommy Dreamer,def. (pin),Jack Swagger & Tyson Kidd
12386,Mar 23rd 2009,1,Jeff Hardy,def. (pin),Dolph Ziggler
12387,Mar 23rd 2009,2,C. M. Punk & Christian & Kofi Kingston & Montel Vontavious Porter,def. (pin),Finlay & Kane & Mark Henry & Shelton Benjamin
12388,Mar 23rd 2009,3,Edge,draw (NC),The Big Show
12389,Mar 23rd 2009,4,Rey Mysterio,def. (pin),William Regal
12390,Mar 23rd 2009,5,Mickie James,def. (pin),Santino Marella
12391,Mar 23rd 2009,6,"Randy Orton & Ted DiBiase, Jr.",draw (NC),Triple H
12392,Mar 17th 2009,1,Christian & Finlay & Kane & Shelton Benjamin,def. (pin),C. M. Punk & Kofi Kingston & Mark Henry & Montel Vontavious Porter
12393,Mar 17th 2009,2,The Big Show,def. (pin),Festus & Jesse
12394,Mar 17th 2009,3,Brie Bella & Carlito & Primo,def. (pin),John Morrison & Nikki Bella & The Miz
12395,Mar 17th 2009,4,Matt Hardy,def. (pin),R-Truth
12396,Mar 17th 2009,5,Maryse (c),draw (NC),Michelle McCool
12397,Mar 17th 2009,1,Triple H,def. (pin),Vladimir Kozlov
12398,Mar 17th 2009,2,Montel Vontavious Porter,def. (pin),Shelton Benjamin (c)
12399,Mar 17th 2009,3,Shawn Michaels,def. (pin),Kane
12400,Mar 17th 2009,4,Jeff Hardy,def. (pin),The Brian Kendrick
12401,Mar 17th 2009,5,The Undertaker,def. (sub),John Bradshaw Layfield
12402,Mar 16th 2009,1,Mark Henry & Shelton Benjamin,def. (pin),Christian & Montel Vontavious Porter
12403,Mar 16th 2009,2,Evan Bourne,def. (pin),Jamie Noble
12404,Mar 16th 2009,3,Finlay,def. (pin),Paul Burchill
12405,Mar 16th 2009,1,Shawn Michaels & The Undertaker,def. (pin),John Bradshaw Layfield & Vladimir Kozlov
12406,Mar 16th 2009,2,Kelly Kelly & Melina & Mickie James,def. (pin),Beth Phoenix & Jillian Hall & Layla
12407,Mar 16th 2009,3,Triple H,def. (pin),Cody Rhodes
12408,Mar 16th 2009,4,Rey Mysterio,def. (pin),Dolph Ziggler
12409,Mar 16th 2009,5,C. M. Punk & Kofi Kingston & Montel Vontavious Porter,def. (pin),Kane & Mark Henry & Shelton Benjamin
12410,Mar 16th 2009,6,John Cena,draw (NC),Edge
12411,Mar 9th 2009,1,Primo,def. (pin),The Miz
12412,Mar 9th 2009,2,Tyson Kidd,def. (pin),D. J. Gabriel
12413,Mar 9th 2009,3,Christian,def.,"Charlie Haas, Chavo Guerrero, Dolph Ziggler, Goldust, Jimmy Wang Yang, JTG, Kung Fu Naki, Paul Burchill, R-Truth, Ricky Ortiz, Shad Gaspard, The Great Khali, Tommy Dreamer, Vladimir Kozlov, William Regal"
12414,Mar 9th 2009,1,John Bradshaw Layfield,def. (pin),C. M. Punk (c)
12415,Mar 9th 2009,2,Maryse,def. (pin),Melina
12416,Mar 9th 2009,3,Kofi Kingston,def. (pin),Chris Jericho
12417,Mar 9th 2009,4,Christian & Finlay & Rey Mysterio,def.,John Morrison & Kane & The Miz
12418,Mar 9th 2009,5,"Cody Rhodes & Ted DiBiase, Jr.",def. (forfeit),Triple H
12419,Mar 3rd 2009,1,Edge,def. (sub),Kofi Kingston
12420,Mar 3rd 2009,2,John Morrison & The Miz,def. (pin),Carlito & Primo
12421,Mar 3rd 2009,3,Chavo Guerrero & Shelton Benjamin,def. (pin),Montel Vontavious Porter & R-Truth
12422,Mar 3rd 2009,4,Maria Kanellis & Melina,def. (pin),Maryse & Michelle McCool
12423,Mar 3rd 2009,5,Finlay,def. (pin),The Brian Kendrick
12424,Mar 3rd 2009,6,The Undertaker,def. (pin),Vladimir Kozlov
12425,Mar 3rd 2009,1,Montel Vontavious Porter,def. (pin),Matt Hardy
12426,Mar 3rd 2009,2,R-Truth,def. (pin),Chavo Guerrero
12427,Mar 3rd 2009,3,Maryse,def. (pin),Eve Torres
12428,Mar 3rd 2009,4,Shelton Benjamin,def. (DQ),Jeff Hardy
12429,Mar 3rd 2009,5,Triple H,draw (NC),Umaga
12430,Mar 2nd 2009,1,Kane,def. (pin),The Boogeyman
12431,Mar 2nd 2009,2,Mark Henry,def. (pin),Santino Marella
12432,Mar 2nd 2009,3,Natalya,def. (pin),Alicia Fox
12433,Mar 2nd 2009,4,Jack Swagger & John Morrison & The Miz,def. (pin),Christian & Finlay & Tommy Dreamer
12434,Mar 2nd 2009,1,Kane,def. (pin),"Mike Knox, Rey Mysterio"
12435,Mar 2nd 2009,2,Kelly Kelly & Mickie James,def. (pin),Beth Phoenix & Jillian Hall
12436,Mar 2nd 2009,3,Shawn Michaels,def. (pin),Vladimir Kozlov
12437,Mar 2nd 2009,4,John Cena,def. (DQ),Edge (c)
12438,Feb 23rd 2009,1,Mark Henry,def. (pin),D. J. Gabriel
12439,Feb 23rd 2009,2,Tyson Kidd,def. (pin),Matt Boyce
12440,Feb 23rd 2009,3,Tommy Dreamer,def. (pin),Paul Burchill
12441,Feb 23rd 2009,4,Jack Swagger (c),def. (pin),Christian
12442,Feb 23rd 2009,1,C. M. Punk,def. (pin),"John Morrison, The Miz"
12443,Feb 23rd 2009,2,JTG & Melina & Shad Gaspard,def. (pin),Beth Phoenix & Dolph Ziggler & Santino Marella
12444,Feb 23rd 2009,3,Shawn Michaels,def. (pin),John Bradshaw Layfield
12445,Feb 23rd 2009,4,Mike Knox,def. (pin),Jamie Noble
12446,Feb 23rd 2009,5,John Cena,def. (pin),Chavo Guerrero
12447,Feb 17th 2009,1,Carlito & Primo,def.,John Morrison & The Miz
12448,Feb 17th 2009,2,The Big Show,def.,John Cena
12449,Feb 17th 2009,3,Vladimir Kozlov,def.,The Undertaker
12450,Feb 17th 2009,4,Matt Hardy,draw (NC),Jeff Hardy
12451,Feb 17th 2009,5,Chavo Guerrero,def.,Shelton Benjamin
